Start X,Start Y,Start Z,End X,End Y,End Z
4.378173812503519,3.6150025000000197,6.211308562492485,4.423173812503519,3.7050025000000195,6.211308562492485
4.378173812503519,3.6600025000000196,6.256308562492486,4.468173812503519,3.7500025000000194,6.256308562492486
4.378173812503519,3.6600025000000196,6.436308562492486,4.423173812503519,3.6600025000000196,6.436308562492486
4.378173812503519,3.6600025000000196,6.481308562492486,4.378173812503519,3.7050025000000195,6.481308562492486
4.378173812503519,3.7050025000000195,6.346308562492486,4.468173812503519,3.7050025000000195,6.391308562492486
4.378173812503519,3.7050025000000195,6.436308562492486,4.378173812503519,3.7050025000000195,6.436308562492486
4.378173812503519,3.7050025000000195,6.526308562492486,4.423173812503519,3.7050025000000195,6.571308562492486
4.378173812503519,3.7500025000000194,6.301308562492486,4.423173812503519,3.8400025000000197,6.301308562492486
4.378173812503519,3.7500025000000194,6.346308562492486,4.378173812503519,3.8400025000000197,6.346308562492486
4.378173812503519,3.7500025000000194,6.526308562492486,4.378173812503519,3.7500025000000194,6.571308562492486
4.378173812503519,3.7500025000000194,7.426308562492486,4.378173812503519,3.7500025000000194,7.426308562492486
4.378173812503519,3.79500250000002,6.886308562492486,4.423173812503519,3.79500250000002,6.886308562492486
4.378173812503519,3.79500250000002,7.021308562492486,4.378173812503519,3.8400025000000197,7.021308562492486
4.378173812503519,3.79500250000002,7.471308562492486,4.423173812503519,3.8400025000000197,7.471308562492486
4.378173812503519,3.79500250000002,7.516308562492486,4.378173812503519,3.8400025000000197,7.921308562492486
4.378173812503519,3.79500250000002,7.966308562492486,4.423173812503519,3.79500250000002,8.011308562492486
4.378173812503519,3.8400025000000197,6.391308562492486,4.378173812503519,3.8850025000000197,6.391308562492486
4.378173812503519,3.8400025000000197,6.976308562492486,4.378173812503519,3.8400025000000197,6.976308562492486
4.378173812503519,3.8400025000000197,7.111308562492486,4.423173812503519,3.8850025000000197,7.156308562492486
4.378173812503519,3.8400025000000197,7.2013085624924855,4.378173812503519,3.8850025000000197,7.2013085624924855
4.378173812503519,3.8400025000000197,7.336308562492486,4.603173812503519,3.8400025000000197,7.381308562492486
4.378173812503519,3.8400025000000197,7.426308562492486,4.468173812503519,3.8400025000000197,7.426308562492486
4.378173812503519,3.8400025000000197,8.011308562492486,4.603173812503519,3.8400025000000197,8.011308562492486
4.378173812503519,3.8400025000000197,8.101308562492486,4.558173812503519,3.8400025000000197,8.101308562492486
4.378173812503519,3.8400025000000197,8.146308562492486,4.513173812503519,3.8400025000000197,8.146308562492486
4.378173812503519,3.8850025000000197,6.436308562492486,4.738173812503519,3.8850025000000197,6.436308562492486
4.378173812503519,3.8850025000000197,6.481308562492486,4.558173812503519,3.9300025000000196,6.481308562492486
4.378173812503519,3.8850025000000197,7.066308562492486,4.693173812503519,3.8850025000000197,7.066308562492486
4.378173812503519,3.8850025000000197,7.246308562492486,4.423173812503519,3.8850025000000197,7.246308562492486
4.378173812503519,3.8850025000000197,7.336308562492486,4.468173812503519,3.8850025000000197,7.336308562492486
4.378173812503519,3.8850025000000197,7.561308562492486,4.918173812503519,3.8850025000000197,7.606308562492486
4.378173812503519,3.8850025000000197,7.651308562492486,4.378173812503519,3.9300025000000196,7.651308562492486
4.378173812503519,3.8850025000000197,7.696308562492486,4.558173812503519,3.8850025000000197,7.741308562492486
4.378173812503519,3.8850025000000197,8.371308562492485,4.468173812503519,3.8850025000000197,8.371308562492485
4.378173812503519,3.9300025000000196,6.526308562492486,4.558173812503519,3.97500250000002,6.526308562492486
4.378173812503519,3.9300025000000196,6.571308562492486,4.378173812503519,3.97500250000002,6.661308562492486
4.378173812503519,3.9300025000000196,7.246308562492486,4.378173812503519,3.9300025000000196,7.336308562492486
4.378173812503519,3.9300025000000196,7.606308562492486,4.423173812503519,3.9300025000000196,7.606308562492486
4.378173812503519,3.9300025000000196,8.371308562492485,4.423173812503519,3.9300025000000196,8.461308562492487
4.378173812503519,3.9300025000000196,8.506308562492485,4.378173812503519,3.97500250000002,8.506308562492485
4.378173812503519,3.97500250000002,8.461308562492487,4.513173812503519,3.97500250000002,8.461308562492487
4.378173812503519,3.97500250000002,8.551308562492487,4.783173812503519,3.97500250000002,8.551308562492487
4.378173812503519,3.97500250000002,8.596308562492485,4.693173812503519,3.97500250000002,8.596308562492485
4.378173812503519,3.97500250000002,8.641308562492487,4.468173812503519,4.06500250000002,8.641308562492487
4.378173812503519,4.02000250000002,6.661308562492486,4.513173812503519,4.06500250000002,6.661308562492486
4.378173812503519,4.02000250000002,6.706308562492486,4.378173812503519,4.11000250000002,6.706308562492486
4.378173812503519,4.02000250000002,8.596308562492485,4.558173812503519,4.02000250000002,8.596308562492485
4.378173812503519,4.06500250000002,6.751308562492486,4.378173812503519,4.15500250000002,6.751308562492486
4.378173812503519,4.06500250000002,8.596308562492485,4.378173812503519,4.06500250000002,8.596308562492485
4.378173812503519,4.06500250000002,8.686308562492485,4.828173812503519,4.06500250000002,8.776308562492485
4.378173812503519,4.06500250000002,8.821308562492487,4.558173812503519,4.06500250000002,8.821308562492487
4.378173812503519,4.06500250000002,8.866308562492485,4.468173812503519,4.11000250000002,8.866308562492485
4.378173812503519,4.06500250000002,8.911308562492486,4.423173812503519,4.15500250000002,8.911308562492486
4.378173812503519,4.11000250000002,6.796308562492486,4.378173812503519,4.15500250000002,6.796308562492486
4.378173812503519,4.11000250000002,8.641308562492487,4.423173812503519,4.11000250000002,8.641308562492487
4.378173812503519,4.11000250000002,8.686308562492485,4.378173812503519,4.11000250000002,8.686308562492485
4.378173812503519,4.11000250000002,8.776308562492485,4.378173812503519,4.11000250000002,8.821308562492487
4.378173812503519,4.11000250000002,8.956308562492485,4.378173812503519,4.20000250000002,8.956308562492485
4.378173812503519,4.15500250000002,6.841308562492486,4.468173812503519,4.15500250000002,6.886308562492486
