Start X,Start Y,Start Z,End X,End Y,End Z
8.756347625007038,7.275005000000039,12.42261712498497,8.846347625007038,7.365005000000039,12.51261712498497
8.756347625007038,7.320005000000039,12.512617124984972,8.846347625007038,7.410005000000039,12.602617124984972
8.756347625007038,7.320005000000039,12.872617124984972,8.846347625007038,7.410005000000039,12.962617124984972
8.756347625007038,7.320005000000039,12.962617124984972,8.846347625007038,7.410005000000039,13.052617124984971
8.756347625007038,7.365005000000039,12.42261712498497,8.846347625007038,7.455005000000039,12.51261712498497
8.756347625007038,7.365005000000039,12.782617124984972,8.846347625007038,7.455005000000039,12.872617124984972
8.756347625007038,7.410005000000039,12.512617124984972,8.846347625007038,7.500005000000039,12.602617124984972
8.756347625007038,7.410005000000039,12.962617124984972,8.846347625007038,7.500005000000039,13.052617124984971
8.756347625007038,7.455005000000039,13.052617124984971,8.846347625007038,7.545005000000039,13.142617124984971
8.756347625007038,7.455005000000039,13.142617124984971,8.846347625007038,7.545005000000039,13.232617124984971
8.756347625007038,7.500005000000039,12.557617124984972,8.846347625007038,7.590005000000039,12.647617124984972
8.756347625007038,7.54500500000004,12.647617124984972,8.846347625007038,7.63500500000004,12.737617124984972
8.756347625007038,7.59000500000004,15.482617124984971,8.846347625007038,7.6800050000000395,15.572617124984971
8.756347625007038,7.59000500000004,15.887617124984972,8.846347625007038,7.6800050000000395,15.977617124984972
8.756347625007038,7.63500500000004,12.647617124984972,8.846347625007038,7.725005000000039,12.737617124984972
8.756347625007038,7.63500500000004,13.997617124984972,8.846347625007038,7.725005000000039,14.087617124984972
8.756347625007038,7.63500500000004,15.077617124984972,8.846347625007038,7.725005000000039,15.167617124984972
8.756347625007038,7.63500500000004,15.167617124984972,8.846347625007038,7.725005000000039,15.257617124984971
8.756347625007038,7.63500500000004,15.572617124984971,8.846347625007038,7.725005000000039,15.66261712498497
8.756347625007038,7.63500500000004,15.662617124984973,8.846347625007038,7.725005000000039,15.752617124984972
